STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; STRUKTUR_VERSION; LUFTTEMPERATUR; REL_FEUCHTE; eor                                                                                                          
    13667;  2018072519;   2;0;   24.4;   59;eor                                                                                                                                                         
    13667;  2018072520;   2;0;   23.9;   59;eor                                                                                                                                                         
    13667;  2018072521;   2;0;   23.6;   58;eor                                                                                                                                                         
    13667;  2018072522;   2;0;   23.1;   59;eor                                                                                                                                                         
    13667;  2018072523;   2;0;   22.5;   60;eor                                                                                                                                                         
    13667;  2018072600;   2;0;   22.8;   55;eor                                                                                                                                                         
    13667;  2018072601;   2;0;   21.2;   63;eor                                                                                                                                                         
    13667;  2018072602;   2;0;   21.0;   62;eor                                                                                                                                                         
    13667;  2018072603;   2;0;   20.7;   63;eor                                                                                                                                                         
    13667;  2018072604;   2;0;   20.5;   64;eor                                                                                                                                                         
    13667;  2018072605;   2;0;   20.4;   67;eor                                                                                                                                                         
    13667;  2018072606;   2;0;   21.8;   63;eor                                                                                                                                                         
    13667;  2018072607;   2;0;   24.8;   55;eor                                                                                                                                                         
    13667;  2018072608;   2;0;   27.7;   48;eor                                                                                                                                                         
    13667;  2018072609;   2;0;   30.1;   40;eor                                                                                                                                                         
    13667;  2018072610;   2;0;   32.3;   36;eor                                                                                                                                                         
    13667;  2018072611;   2;0;   34.1;   34;eor                                                                                                                                                         
    13667;  2018072612;   2;0;   34.0;   32;eor                                                                                                                                                         
    13667;  2018072613;   2;0;   34.2;   21;eor                                                                                                                                                         
    13667;  2018072614;   2;0;   34.5;   19;eor                                                                                                                                                         
    13667;  2018072615;   2;0;   34.8;   20;eor                                                                                                                                                         
    13667;  2018072616;   2;0;   34.7;   21;eor                                                                                                                                                         
    13667;  2018072617;   2;0;   33.7;   22;eor                                                                                                                                                         
    13667;  2018072618;   2;0;   32.8;   24;eor                                                                                                                                                         
    13667;  2018072619;   2;0;   31.4;   26;eor                                                                                                                                                         
    13667;  2018072620;   2;0;   29.2;   29;eor                                                                                                                                                         
    13667;  2018072621;   2;0;   28.2;   34;eor                                                                                                                                                         
    13667;  2018072622;   2;0;   27.3;   34;eor                                                                                                                                                         
    13667;  2018072623;   2;0;   26.6;   36;eor                                                                                                                                                         
    13667;  2018072700;   2;0;   24.9;   42;eor                                                                                                                                                         
    13667;  2018072701;   2;0;   24.0;   45;eor                                                                                                                                                         
    13667;  2018072702;   2;0;   23.5;   47;eor                                                                                                                                                         
    13667;  2018072703;   2;0;   22.8;   50;eor                                                                                                                                                         
    13667;  2018072704;   2;0;   21.4;   56;eor                                                                                                                                                         
    13667;  2018072705;   2;0;   21.3;   56;eor                                                                                                                                                         
    13667;  2018072706;   2;0;   22.1;   58;eor                                                                                                                                                         
    13667;  2018072707;   2;0;   25.4;   45;eor                                                                                                                                                         
    13667;  2018072708;   2;0;   28.4;   39;eor                                                                                                                                                         
    13667;  2018072709;   2;0;   30.8;   34;eor                                                                                                                                                         
    13667;  2018072710;   2;0;   31.7;   31;eor                                                                                                                                                         
    13667;  2018072711;   2;0;   32.9;   31;eor                                                                                                                                                         
    13667;  2018072712;   2;0;   34.9;   28;eor                                                                                                                                                         
    13667;  2018072713;   2;0;   35.1;   26;eor                                                                                                                                                         
    13667;  2018072714;   2;0;   34.4;   26;eor                                                                                                                                                         
    13667;  2018072715;   2;0;   32.6;   29;eor                                                                                                                                                         
    13667;  2018072716;   2;0;   32.9;   27;eor                                                                                                                                                         
    13667;  2018072717;   2;0;   32.5;   30;eor                                                                                                                                                         
    13667;  2018072718;   2;0;   32.3;   30;eor                                                                                                                                                         
    13667;  2018072719;   2;0;   31.3;   34;eor                                                                                                                                                         
    13667;  2018072720;   2;0;   28.6;   41;eor                                                                                                                                                         
    13667;  2018072721;   2;0;   27.1;   44;eor                                                                                                                                                         
    13667;  2018072722;   2;0;   26.5;   45;eor                                                                                                                                                         
    13667;  2018072723;   2;0;   25.5;   48;eor                                                                                                                                                         
    13667;  2018072800;   2;0;   23.8;   53;eor                                                                                                                                                         
    13667;  2018072801;   2;0;   23.3;   53;eor                                                                                                                                                         
    13667;  2018072802;   2;0;   23.2;   51;eor                                                                                                                                                         
    13667;  2018072803;   2;0;   22.9;   51;eor                                                                                                                                                         
    13667;  2018072804;   2;0;   22.9;   55;eor                                                                                                                                                         
    13667;  2018072805;   2;0;   24.6;   47;eor                                                                                                                                                         
    13667;  2018072806;   2;0;   24.4;   50;eor                                                                                                                                                         
    13667;  2018072807;   2;0;   21.2;   72;eor                                                                                                                                                         
    13667;  2018072808;   2;0;   22.2;   75;eor                                                                                                                                                         
    13667;  2018072809;   2;0;   25.6;   58;eor                                                                                                                                                         
    13667;  2018072810;   2;0;   27.6;   45;eor                                                                                                                                                         
    13667;  2018072811;   2;0;   27.1;   46;eor                                                                                                                                                         
    13667;  2018072812;   2;0;   26.8;   49;eor                                                                                                                                                         
    13667;  2018072813;   2;0;   26.2;   52;eor                                                                                                                                                         
    13667;  2018072814;   2;0;   25.6;   54;eor                                                                                                                                                         
    13667;  2018072815;   2;0;   24.8;   59;eor                                                                                                                                                         
    13667;  2018072816;   2;0;   25.9;   57;eor                                                                                                                                                         
    13667;  2018072817;   2;0;   26.7;   50;eor                                                                                                                                                         
    13667;  2018072818;   2;0;   26.5;   51;eor                                                                                                                                                         
    13667;  2018072819;   2;0;   25.3;   54;eor                                                                                                                                                         
    13667;  2018072820;   2;0;   24.1;   58;eor                                                                                                                                                         
    13667;  2018072821;   2;0;   23.3;   60;eor                                                                                                                                                         
    13667;  2018072822;   2;0;   23.0;   60;eor                                                                                                                                                         
    13667;  2018072823;   2;0;   22.0;   64;eor                                                                                                                                                         
    13667;  2018072900;   2;0;   21.3;   66;eor                                                                                                                                                         
    13667;  2018072901;   2;0;   20.9;   66;eor                                                                                                                                                         
    13667;  2018072902;   2;0;   20.8;   66;eor                                                                                                                                                         
    13667;  2018072903;   2;0;   20.1;   68;eor                                                                                                                                                         
    13667;  2018072904;   2;0;   20.1;   67;eor                                                                                                                                                         
    13667;  2018072905;   2;0;   19.7;   69;eor                                                                                                                                                         
    13667;  2018072906;   2;0;   20.5;   67;eor                                                                                                                                                         
    13667;  2018072907;   2;0;   23.5;   56;eor                                                                                                                                                         
    13667;  2018072908;   2;0;   25.4;   53;eor                                                                                                                                                         
    13667;  2018072909;   2;0;   27.9;   45;eor                                                                                                                                                         
    13667;  2018072910;   2;0;   29.6;   42;eor                                                                                                                                                         
    13667;  2018072911;   2;0;   30.6;   39;eor                                                                                                                                                         
    13667;  2018072912;   2;0;   32.3;   36;eor                                                                                                                                                         
    13667;  2018072913;   2;0;   31.9;   35;eor                                                                                                                                                         
    13667;  2018072914;   2;0;   31.8;   35;eor                                                                                                                                                         
    13667;  2018072915;   2;0;   31.8;   31;eor                                                                                                                                                         
    13667;  2018072916;   2;0;   33.2;   26;eor                                                                                                                                                         
    13667;  2018072917;   2;0;   32.8;   25;eor                                                                                                                                                         
    13667;  2018072918;   2;0;   31.9;   27;eor                                                                                                                                                         
    13667;  2018072919;   2;0;   30.7;   31;eor                                                                                                                                                         
    13667;  2018072920;   2;0;   27.3;   40;eor                                                                                                                                                         
    13667;  2018072921;   2;0;   26.2;   43;eor                                                                                                                                                         
    13667;  2018072922;   2;0;   25.3;   45;eor                                                                                                                                                         
    13667;  2018072923;   2;0;   24.1;   49;eor                                                                                                                                                         
    13667;  2018073000;   2;0;   24.0;   48;eor                                                                                                                                                         
    13667;  2018073001;   2;0;   22.8;   53;eor                                                                                                                                                         
    13667;  2018073002;   2;0;   22.0;   56;eor                                                                                                                                                         
    13667;  2018073003;   2;0;   22.4;   54;eor                                                                                                                                                         
    13667;  2018073004;   2;0;   21.6;   57;eor                                                                                                                                                         
    13667;  2018073005;   2;0;   21.3;   60;eor                                                                                                                                                         
    13667;  2018073006;   2;0;   22.7;   57;eor                                                                                                                                                         
    13667;  2018073007;   2;0;   25.1;   50;eor                                                                                                                                                         
    13667;  2018073008;   2;0;   29.7;   38;eor                                                                                                                                                         
    13667;  2018073009;   2;0;   31.3;   36;eor                                                                                                                                                         
    13667;  2018073010;   2;0;   32.4;   32;eor                                                                                                                                                         
    13667;  2018073011;   2;0;   34.6;   25;eor                                                                                                                                                         
    13667;  2018073012;   2;0;   34.4;   22;eor                                                                                                                                                         
    13667;  2018073013;   2;0;   34.1;   23;eor                                                                                                                                                         
    13667;  2018073014;   2;0;   35.2;   21;eor                                                                                                                                                         
    13667;  2018073015;   2;0;   35.5;   18;eor                                                                                                                                                         
    13667;  2018073016;   2;0;   34.7;   22;eor                                                                                                                                                         
    13667;  2018073017;   2;0;   34.1;   24;eor                                                                                                                                                         
    13667;  2018073018;   2;0;   32.9;   27;eor                                                                                                                                                         
    13667;  2018073019;   2;0;   32.1;   30;eor                                                                                                                                                         
    13667;  2018073020;   2;0;   28.8;   39;eor                                                                                                                                                         
    13667;  2018073021;   2;0;   27.8;   38;eor                                                                                                                                                         
    13667;  2018073022;   2;0;   27.0;   40;eor                                                                                                                                                         
    13667;  2018073023;   2;0;   26.5;   40;eor                                                                                                                                                         
    13667;  2018073100;   2;0;   25.6;   44;eor                                                                                                                                                         
    13667;  2018073101;   2;0;   23.5;   53;eor                                                                                                                                                         
    13667;  2018073102;   2;0;   22.8;   52;eor                                                                                                                                                         
    13667;  2018073103;   2;0;   22.8;   52;eor                                                                                                                                                         
    13667;  2018073104;   2;0;   22.1;   55;eor                                                                                                                                                         
    13667;  2018073105;   2;0;   22.1;   54;eor                                                                                                                                                         
    13667;  2018073106;   2;0;   23.3;   54;eor                                                                                                                                                         
    13667;  2018073107;   2;0;   26.3;   44;eor                                                                                                                                                         
    13667;  2018073108;   2;0;   29.9;   37;eor                                                                                                                                                         
    13667;  2018073109;   2;0;   32.2;   33;eor                                                                                                                                                         
    13667;  2018073110;   2;0;   34.1;   28;eor                                                                                                                                                         
    13667;  2018073111;   2;0;   35.7;   26;eor                                                                                                                                                         
    13667;  2018073112;   2;0;   35.8;   26;eor                                                                                                                                                         
    13667;  2018073113;   2;0;   36.0;   24;eor                                                                                                                                                         
    13667;  2018073114;   2;0;   34.8;   28;eor                                                                                                                                                         
    13667;  2018073115;   2;0;   34.7;   28;eor                                                                                                                                                         
    13667;  2018073116;   2;0;   34.1;   30;eor                                                                                                                                                         
    13667;  2018073117;   2;0;   34.1;   31;eor                                                                                                                                                         
    13667;  2018073118;   2;0;   32.3;   39;eor                                                                                                                                                         
    13667;  2018073119;   2;0;   30.0;   46;eor                                                                                                                                                         
    13667;  2018073120;   2;0;   28.6;   49;eor                                                                                                                                                         
    13667;  2018073121;   2;0;   27.7;   52;eor                                                                                                                                                         
    13667;  2018073122;   2;0;   26.9;   55;eor                                                                                                                                                         
    13667;  2018073123;   2;0;   26.3;   56;eor                                                                                                                                                         
    13667;  2018080100;   2;0;   25.1;   58;eor                                                                                                                                                         
    13667;  2018080101;   2;0;   24.6;   60;eor                                                                                                                                                         
    13667;  2018080102;   2;0;   23.9;   63;eor                                                                                                                                                         
    13667;  2018080103;   2;0;   23.8;   63;eor                                                                                                                                                         
    13667;  2018080104;   2;0;   23.2;   66;eor                                                                                                                                                         
    13667;  2018080105;   2;0;   22.9;   64;eor                                                                                                                                                         
    13667;  2018080106;   2;0;   24.2;   59;eor                                                                                                                                                         
    13667;  2018080107;   2;0;   25.2;   59;eor                                                                                                                                                         
    13667;  2018080108;   2;0;   27.9;   51;eor                                                                                                                                                         
    13667;  2018080109;   2;0;   29.3;   49;eor                                                                                                                                                         
    13667;  2018080110;   2;0;   31.5;   42;eor                                                                                                                                                         
    13667;  2018080111;   2;0;   29.8;   43;eor                                                                                                                                                         
    13667;  2018080112;   2;0;   30.8;   44;eor                                                                                                                                                         
    13667;  2018080113;   2;0;   30.3;   42;eor                                                                                                                                                         
    13667;  2018080114;   2;0;   29.7;   43;eor                                                                                                                                                         
    13667;  2018080115;   2;0;   29.4;   40;eor                                                                                                                                                         
    13667;  2018080116;   2;0;   27.9;   43;eor                                                                                                                                                         
    13667;  2018080117;   2;0;   28.7;   39;eor                                                                                                                                                         
    13667;  2018080118;   2;0;   28.3;   39;eor                                                                                                                                                         
    13667;  2018080119;   2;0;   26.8;   45;eor                                                                                                                                                         
    13667;  2018080120;   2;0;   25.8;   49;eor                                                                                                                                                         
    13667;  2018080121;   2;0;   21.0;   90;eor                                                                                                                                                         
    13667;  2018080122;   2;0;   20.5;   88;eor                                                                                                                                                         
    13667;  2018080123;   2;0;   20.9;   85;eor                                                                                                                                                         
    13667;  2018080200;   2;0;   20.3;   88;eor                                                                                                                                                         
    13667;  2018080201;   2;0;   20.0;   90;eor                                                                                                                                                         
    13667;  2018080202;   2;0;   20.0;   88;eor                                                                                                                                                         
    13667;  2018080203;   2;0;   19.7;   90;eor                                                                                                                                                         
    13667;  2018080204;   2;0;   19.2;   89;eor                                                                                                                                                         
    13667;  2018080205;   2;0;   19.4;   89;eor                                                                                                                                                         
    13667;  2018080206;   2;0;   20.0;   81;eor                                                                                                                                                         
    13667;  2018080207;   2;0;   22.6;   75;eor                                                                                                                                                         
    13667;  2018080208;   2;0;   25.5;   61;eor                                                                                                                                                         
    13667;  2018080209;   2;0;   25.7;   59;eor                                                                                                                                                         
    13667;  2018080210;   2;0;   28.6;   51;eor                                                                                                                                                         
    13667;  2018080211;   2;0;   30.0;   45;eor                                                                                                                                                         
    13667;  2018080212;   2;0;   31.5;   35;eor                                                                                                                                                         
    13667;  2018080213;   2;0;   32.4;   37;eor                                                                                                                                                         
    13667;  2018080214;   2;0;   32.2;   39;eor                                                                                                                                                         
    13667;  2018080215;   2;0;   32.1;   40;eor                                                                                                                                                         
    13667;  2018080216;   2;0;   31.5;   41;eor                                                                                                                                                         
    13667;  2018080217;   2;0;   31.4;   41;eor                                                                                                                                                         
    13667;  2018080218;   2;0;   30.3;   43;eor                                                                                                                                                         
    13667;  2018080219;   2;0;   29.2;   45;eor                                                                                                                                                         
    13667;  2018080220;   2;0;   27.6;   52;eor                                                                                                                                                         
    13667;  2018080221;   2;0;   26.4;   57;eor                                                                                                                                                         
    13667;  2018080222;   2;0;   26.1;   55;eor                                                                                                                                                         
    13667;  2018080223;   2;0;   25.3;   60;eor                                                                                                                                                         
    13667;  2018080300;   2;0;   24.8;   61;eor                                                                                                                                                         
    13667;  2018080301;   2;0;   24.4;   62;eor                                                                                                                                                         
    13667;  2018080302;   2;0;   23.4;   67;eor                                                                                                                                                         
    13667;  2018080303;   2;0;   22.9;   71;eor                                                                                                                                                         
    13667;  2018080304;   2;0;   22.7;   70;eor                                                                                                                                                         
    13667;  2018080305;   2;0;   21.8;   76;eor                                                                                                                                                         
    13667;  2018080306;   2;0;   23.5;   67;eor                                                                                                                                                         
    13667;  2018080307;   2;0;   25.9;   60;eor                                                                                                                                                         
    13667;  2018080308;   2;0;   30.1;   48;eor                                                                                                                                                         
    13667;  2018080309;   2;0;   30.4;   49;eor                                                                                                                                                         
    13667;  2018080310;   2;0;   32.0;   46;eor                                                                                                                                                         
    13667;  2018080311;   2;0;   34.7;   38;eor                                                                                                                                                         
    13667;  2018080312;   2;0;   33.5;   41;eor                                                                                                                                                         
    13667;  2018080313;   2;0;   35.3;   32;eor                                                                                                                                                         
    13667;  2018080314;   2;0;   35.8;   30;eor                                                                                                                                                         
    13667;  2018080315;   2;0;   34.9;   32;eor                                                                                                                                                         
    13667;  2018080316;   2;0;   35.4;   34;eor                                                                                                                                                         
    13667;  2018080317;   2;0;   32.8;   47;eor                                                                                                                                                         
    13667;  2018080318;   2;0;   33.7;   37;eor                                                                                                                                                         
    13667;  2018080319;   2;0;   31.8;   40;eor                                                                                                                                                         
    13667;  2018080320;   2;0;   29.4;   54;eor                                                                                                                                                         
    13667;  2018080321;   2;0;   28.7;   51;eor                                                                                                                                                         
    13667;  2018080322;   2;0;   27.6;   55;eor                                                                                                                                                         
    13667;  2018080323;   2;0;   26.7;   59;eor                                                                                                                                                         
    13667;  2018080400;   2;0;   26.9;   53;eor                                                                                                                                                         
    13667;  2018080401;   2;0;   26.4;   55;eor                                                                                                                                                         
    13667;  2018080402;   2;0;   26.6;   52;eor                                                                                                                                                         
