STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; STRUKTUR_VERSION; LUFTTEMPERATUR; REL_FEUCHTE; eor                                                                                                          
    13667;  2018090716;   2;0;   21.0;   51;eor                                                                                                                                                         
    13667;  2018090717;   2;0;   20.5;   51;eor                                                                                                                                                         
    13667;  2018090718;   2;0;   19.8;   55;eor                                                                                                                                                         
    13667;  2018090719;   2;0;   19.1;   58;eor                                                                                                                                                         
    13667;  2018090720;   2;0;   17.5;   69;eor                                                                                                                                                         
    13667;  2018090721;   2;0;   16.3;   73;eor                                                                                                                                                         
    13667;  2018090722;   2;0;   16.1;   71;eor                                                                                                                                                         
    13667;  2018090723;   2;0;   15.2;   77;eor                                                                                                                                                         
    13667;  2018090800;   2;0;   14.6;   79;eor                                                                                                                                                         
    13667;  2018090801;   2;0;   14.4;   79;eor                                                                                                                                                         
    13667;  2018090802;   2;0;   13.7;   82;eor                                                                                                                                                         
    13667;  2018090803;   2;0;   13.8;   85;eor                                                                                                                                                         
    13667;  2018090804;   2;0;   13.6;   82;eor                                                                                                                                                         
    13667;  2018090805;   2;0;   13.0;   85;eor                                                                                                                                                         
    13667;  2018090806;   2;0;   13.2;   84;eor                                                                                                                                                         
    13667;  2018090807;   2;0;   14.3;   80;eor                                                                                                                                                         
    13667;  2018090808;   2;0;   17.8;   65;eor                                                                                                                                                         
    13667;  2018090809;   2;0;   19.1;   60;eor                                                                                                                                                         
    13667;  2018090810;   2;0;   20.4;   53;eor                                                                                                                                                         
    13667;  2018090811;   2;0;   21.5;   51;eor                                                                                                                                                         
    13667;  2018090812;   2;0;   22.4;   47;eor                                                                                                                                                         
    13667;  2018090813;   2;0;   23.4;   45;eor                                                                                                                                                         
    13667;  2018090814;   2;0;   22.6;   46;eor                                                                                                                                                         
    13667;  2018090815;   2;0;   22.5;   46;eor                                                                                                                                                         
    13667;  2018090816;   2;0;   22.8;   45;eor                                                                                                                                                         
    13667;  2018090817;   2;0;   22.3;   47;eor                                                                                                                                                         
    13667;  2018090818;   2;0;   21.1;   52;eor                                                                                                                                                         
    13667;  2018090819;   2;0;   19.4;   60;eor                                                                                                                                                         
    13667;  2018090820;   2;0;   18.5;   65;eor                                                                                                                                                         
    13667;  2018090821;   2;0;   18.1;   63;eor                                                                                                                                                         
    13667;  2018090822;   2;0;   17.3;   67;eor                                                                                                                                                         
    13667;  2018090823;   2;0;   15.5;   77;eor                                                                                                                                                         
    13667;  2018090900;   2;0;   15.2;   74;eor                                                                                                                                                         
    13667;  2018090901;   2;0;   15.3;   73;eor                                                                                                                                                         
    13667;  2018090902;   2;0;   14.2;   82;eor                                                                                                                                                         
    13667;  2018090903;   2;0;   14.2;   78;eor                                                                                                                                                         
    13667;  2018090904;   2;0;   13.6;   80;eor                                                                                                                                                         
    13667;  2018090905;   2;0;   13.6;   81;eor                                                                                                                                                         
    13667;  2018090906;   2;0;   13.5;   81;eor                                                                                                                                                         
    13667;  2018090907;   2;0;   16.7;   68;eor                                                                                                                                                         
    13667;  2018090908;   2;0;   18.5;   63;eor                                                                                                                                                         
    13667;  2018090909;   2;0;   21.2;   53;eor                                                                                                                                                         
    13667;  2018090910;   2;0;   22.7;   50;eor                                                                                                                                                         
    13667;  2018090911;   2;0;   23.6;   40;eor                                                                                                                                                         
    13667;  2018090912;   2;0;   25.3;   38;eor                                                                                                                                                         
    13667;  2018090913;   2;0;   26.0;   36;eor                                                                                                                                                         
    13667;  2018090914;   2;0;   26.3;   36;eor                                                                                                                                                         
    13667;  2018090915;   2;0;   26.2;   29;eor                                                                                                                                                         
    13667;  2018090916;   2;0;   26.1;   23;eor                                                                                                                                                         
    13667;  2018090917;   2;0;   25.5;   24;eor                                                                                                                                                         
    13667;  2018090918;   2;0;   23.0;   35;eor                                                                                                                                                         
    13667;  2018090919;   2;0;   20.9;   46;eor                                                                                                                                                         
    13667;  2018090920;   2;0;   20.5;   45;eor                                                                                                                                                         
    13667;  2018090921;   2;0;   19.1;   48;eor                                                                                                                                                         
    13667;  2018090922;   2;0;   17.9;   53;eor                                                                                                                                                         
    13667;  2018090923;   2;0;   17.5;   52;eor                                                                                                                                                         
    13667;  2018091000;   2;0;   17.3;   52;eor                                                                                                                                                         
    13667;  2018091001;   2;0;   16.6;   56;eor                                                                                                                                                         
    13667;  2018091002;   2;0;   15.5;   63;eor                                                                                                                                                         
    13667;  2018091003;   2;0;   15.4;   64;eor                                                                                                                                                         
    13667;  2018091004;   2;0;   15.6;   63;eor                                                                                                                                                         
    13667;  2018091005;   2;0;   14.4;   69;eor                                                                                                                                                         
    13667;  2018091006;   2;0;   15.2;   65;eor                                                                                                                                                         
    13667;  2018091007;   2;0;   17.9;   57;eor                                                                                                                                                         
    13667;  2018091008;   2;0;   21.8;   49;eor                                                                                                                                                         
    13667;  2018091009;   2;0;   23.7;   44;eor                                                                                                                                                         
    13667;  2018091010;   2;0;   25.5;   40;eor                                                                                                                                                         
    13667;  2018091011;   2;0;   26.5;   33;eor                                                                                                                                                         
    13667;  2018091012;   2;0;   28.2;   24;eor                                                                                                                                                         
    13667;  2018091013;   2;0;   28.5;   27;eor                                                                                                                                                         
    13667;  2018091014;   2;0;   28.7;   26;eor                                                                                                                                                         
    13667;  2018091015;   2;0;   28.7;   25;eor                                                                                                                                                         
    13667;  2018091016;   2;0;   28.3;   26;eor                                                                                                                                                         
    13667;  2018091017;   2;0;   27.2;   30;eor                                                                                                                                                         
    13667;  2018091018;   2;0;   24.6;   43;eor                                                                                                                                                         
    13667;  2018091019;   2;0;   22.8;   46;eor                                                                                                                                                         
    13667;  2018091020;   2;0;   21.5;   49;eor                                                                                                                                                         
    13667;  2018091021;   2;0;   20.8;   49;eor                                                                                                                                                         
    13667;  2018091022;   2;0;   20.4;   48;eor                                                                                                                                                         
    13667;  2018091023;   2;0;   18.7;   56;eor                                                                                                                                                         
    13667;  2018091100;   2;0;   18.8;   54;eor                                                                                                                                                         
    13667;  2018091101;   2;0;   18.2;   57;eor                                                                                                                                                         
    13667;  2018091102;   2;0;   17.7;   59;eor                                                                                                                                                         
    13667;  2018091103;   2;0;   17.2;   61;eor                                                                                                                                                         
    13667;  2018091104;   2;0;   15.9;   71;eor                                                                                                                                                         
    13667;  2018091105;   2;0;   15.8;   67;eor                                                                                                                                                         
    13667;  2018091106;   2;0;   16.5;   65;eor                                                                                                                                                         
    13667;  2018091107;   2;0;   19.9;   52;eor                                                                                                                                                         
    13667;  2018091108;   2;0;   22.6;   47;eor                                                                                                                                                         
    13667;  2018091109;   2;0;   23.9;   45;eor                                                                                                                                                         
    13667;  2018091110;   2;0;   24.6;   44;eor                                                                                                                                                         
    13667;  2018091111;   2;0;   25.3;   43;eor                                                                                                                                                         
    13667;  2018091112;   2;0;   28.1;   35;eor                                                                                                                                                         
    13667;  2018091113;   2;0;   28.6;   29;eor                                                                                                                                                         
    13667;  2018091114;   2;0;   28.7;   30;eor                                                                                                                                                         
    13667;  2018091115;   2;0;   28.9;   29;eor                                                                                                                                                         
    13667;  2018091116;   2;0;   29.0;   27;eor                                                                                                                                                         
    13667;  2018091117;   2;0;   28.2;   28;eor                                                                                                                                                         
    13667;  2018091118;   2;0;   25.5;   39;eor                                                                                                                                                         
    13667;  2018091119;   2;0;   23.3;   45;eor                                                                                                                                                         
    13667;  2018091120;   2;0;   22.8;   43;eor                                                                                                                                                         
    13667;  2018091121;   2;0;   21.6;   47;eor                                                                                                                                                         
    13667;  2018091122;   2;0;   21.1;   45;eor                                                                                                                                                         
    13667;  2018091123;   2;0;   20.5;   47;eor                                                                                                                                                         
    13667;  2018091200;   2;0;   20.1;   47;eor                                                                                                                                                         
    13667;  2018091201;   2;0;   19.9;   48;eor                                                                                                                                                         
    13667;  2018091202;   2;0;   18.5;   54;eor                                                                                                                                                         
    13667;  2018091203;   2;0;   17.4;   60;eor                                                                                                                                                         
    13667;  2018091204;   2;0;   16.7;   66;eor                                                                                                                                                         
    13667;  2018091205;   2;0;   16.3;   66;eor                                                                                                                                                         
    13667;  2018091206;   2;0;   17.3;   62;eor                                                                                                                                                         
    13667;  2018091207;   2;0;   19.8;   57;eor                                                                                                                                                         
    13667;  2018091208;   2;0;   23.7;   49;eor                                                                                                                                                         
    13667;  2018091209;   2;0;   26.3;   41;eor                                                                                                                                                         
    13667;  2018091210;   2;0;   27.4;   38;eor                                                                                                                                                         
    13667;  2018091211;   2;0;   29.5;   31;eor                                                                                                                                                         
    13667;  2018091212;   2;0;   30.8;   28;eor                                                                                                                                                         
    13667;  2018091213;   2;0;   31.2;   29;eor                                                                                                                                                         
    13667;  2018091214;   2;0;   30.9;   27;eor                                                                                                                                                         
    13667;  2018091215;   2;0;   30.7;   29;eor                                                                                                                                                         
    13667;  2018091216;   2;0;   30.8;   28;eor                                                                                                                                                         
    13667;  2018091217;   2;0;   30.2;   31;eor                                                                                                                                                         
    13667;  2018091218;   2;0;   27.5;   43;eor                                                                                                                                                         
    13667;  2018091219;   2;0;   22.5;   77;eor                                                                                                                                                         
    13667;  2018091220;   2;0;   21.7;   73;eor                                                                                                                                                         
    13667;  2018091221;   2;0;   22.6;   65;eor                                                                                                                                                         
    13667;  2018091222;   2;0;   21.4;   73;eor                                                                                                                                                         
    13667;  2018091223;   2;0;   19.8;   88;eor                                                                                                                                                         
    13667;  2018091300;   2;0;   19.5;   81;eor                                                                                                                                                         
    13667;  2018091301;   2;0;   18.9;   83;eor                                                                                                                                                         
    13667;  2018091302;   2;0;   19.0;   80;eor                                                                                                                                                         
    13667;  2018091303;   2;0;   18.8;   80;eor                                                                                                                                                         
    13667;  2018091304;   2;0;   19.0;   76;eor                                                                                                                                                         
    13667;  2018091305;   2;0;   18.5;   79;eor                                                                                                                                                         
    13667;  2018091306;   2;0;   18.8;   81;eor                                                                                                                                                         
    13667;  2018091307;   2;0;   21.3;   71;eor                                                                                                                                                         
    13667;  2018091308;   2;0;   22.6;   63;eor                                                                                                                                                         
    13667;  2018091309;   2;0;   22.8;   66;eor                                                                                                                                                         
    13667;  2018091310;   2;0;   23.5;   60;eor                                                                                                                                                         
    13667;  2018091311;   2;0;   24.3;   58;eor                                                                                                                                                         
    13667;  2018091312;   2;0;   24.4;   56;eor                                                                                                                                                         
    13667;  2018091313;   2;0;   26.4;   53;eor                                                                                                                                                         
    13667;  2018091314;   2;0;   24.4;   55;eor                                                                                                                                                         
    13667;  2018091315;   2;0;   19.6;   80;eor                                                                                                                                                         
    13667;  2018091316;   2;0;   19.9;   79;eor                                                                                                                                                         
    13667;  2018091317;   2;0;   19.0;   79;eor                                                                                                                                                         
    13667;  2018091318;   2;0;   18.0;   92;eor                                                                                                                                                         
    13667;  2018091319;   2;0;   17.8;   95;eor                                                                                                                                                         
    13667;  2018091320;   2;0;   17.7;   94;eor                                                                                                                                                         
    13667;  2018091321;   2;0;   16.8;   91;eor                                                                                                                                                         
    13667;  2018091322;   2;0;   16.8;   93;eor                                                                                                                                                         
    13667;  2018091323;   2;0;   17.1;   94;eor                                                                                                                                                         
    13667;  2018091400;   2;0;   16.7;   94;eor                                                                                                                                                         
    13667;  2018091401;   2;0;   16.5;   93;eor                                                                                                                                                         
    13667;  2018091402;   2;0;   16.5;   93;eor                                                                                                                                                         
    13667;  2018091403;   2;0;   16.8;   94;eor                                                                                                                                                         
    13667;  2018091404;   2;0;   16.7;   93;eor                                                                                                                                                         
    13667;  2018091405;   2;0;   16.1;   94;eor                                                                                                                                                         
    13667;  2018091406;   2;0;   16.6;   91;eor                                                                                                                                                         
    13667;  2018091407;   2;0;   16.2;   91;eor                                                                                                                                                         
    13667;  2018091408;   2;0;   17.4;   87;eor                                                                                                                                                         
    13667;  2018091409;   2;0;   18.3;   82;eor                                                                                                                                                         
    13667;  2018091410;   2;0;   19.0;   79;eor                                                                                                                                                         
    13667;  2018091411;   2;0;   18.9;   76;eor                                                                                                                                                         
    13667;  2018091412;   2;0;   21.5;   68;eor                                                                                                                                                         
    13667;  2018091413;   2;0;   22.1;   63;eor                                                                                                                                                         
    13667;  2018091414;   2;0;   22.3;   62;eor                                                                                                                                                         
    13667;  2018091415;   2;0;   22.3;   61;eor                                                                                                                                                         
    13667;  2018091416;   2;0;   20.9;   67;eor                                                                                                                                                         
    13667;  2018091417;   2;0;   20.5;   70;eor                                                                                                                                                         
    13667;  2018091418;   2;0;   19.5;   74;eor                                                                                                                                                         
    13667;  2018091419;   2;0;   18.8;   77;eor                                                                                                                                                         
    13667;  2018091420;   2;0;   18.5;   80;eor                                                                                                                                                         
    13667;  2018091421;   2;0;   17.8;   86;eor                                                                                                                                                         
    13667;  2018091422;   2;0;   16.9;   93;eor                                                                                                                                                         
    13667;  2018091423;   2;0;   16.5;   93;eor                                                                                                                                                         
    13667;  2018091500;   2;0;   16.6;   92;eor                                                                                                                                                         
    13667;  2018091501;   2;0;   16.6;   90;eor                                                                                                                                                         
    13667;  2018091502;   2;0;   16.5;   90;eor                                                                                                                                                         
    13667;  2018091503;   2;0;   16.3;   78;eor                                                                                                                                                         
    13667;  2018091504;   2;0;   15.9;   75;eor                                                                                                                                                         
    13667;  2018091505;   2;0;   15.8;   77;eor                                                                                                                                                         
    13667;  2018091506;   2;0;   15.4;   79;eor                                                                                                                                                         
    13667;  2018091507;   2;0;   18.0;   64;eor                                                                                                                                                         
    13667;  2018091508;   2;0;   19.2;   61;eor                                                                                                                                                         
    13667;  2018091509;   2;0;   19.8;   52;eor                                                                                                                                                         
    13667;  2018091510;   2;0;   20.3;   45;eor                                                                                                                                                         
    13667;  2018091511;   2;0;   20.8;   43;eor                                                                                                                                                         
    13667;  2018091512;   2;0;   21.4;   41;eor                                                                                                                                                         
    13667;  2018091513;   2;0;   22.4;   38;eor                                                                                                                                                         
    13667;  2018091514;   2;0;   21.5;   41;eor                                                                                                                                                         
    13667;  2018091515;   2;0;   21.8;   40;eor                                                                                                                                                         
    13667;  2018091516;   2;0;   21.5;   41;eor                                                                                                                                                         
    13667;  2018091517;   2;0;   20.5;   43;eor                                                                                                                                                         
    13667;  2018091518;   2;0;   19.0;   50;eor                                                                                                                                                         
    13667;  2018091519;   2;0;   17.6;   56;eor                                                                                                                                                         
    13667;  2018091520;   2;0;   17.0;   58;eor                                                                                                                                                         
    13667;  2018091521;   2;0;   16.1;   63;eor                                                                                                                                                         
    13667;  2018091522;   2;0;   15.0;   69;eor                                                                                                                                                         
    13667;  2018091523;   2;0;   14.1;   73;eor                                                                                                                                                         
    13667;  2018091600;   2;0;   14.6;   68;eor                                                                                                                                                         
    13667;  2018091601;   2;0;   14.0;   67;eor                                                                                                                                                         
    13667;  2018091602;   2;0;   12.4;   78;eor                                                                                                                                                         
    13667;  2018091603;   2;0;   12.0;   78;eor                                                                                                                                                         
    13667;  2018091604;   2;0;   11.5;   83;eor                                                                                                                                                         
    13667;  2018091605;   2;0;   11.2;   84;eor                                                                                                                                                         
    13667;  2018091606;   2;0;   11.5;   80;eor                                                                                                                                                         
    13667;  2018091607;   2;0;   14.8;   67;eor                                                                                                                                                         
    13667;  2018091608;   2;0;   17.0;   60;eor                                                                                                                                                         
    13667;  2018091609;   2;0;   17.8;   60;eor                                                                                                                                                         
    13667;  2018091610;   2;0;   18.9;   57;eor                                                                                                                                                         
    13667;  2018091611;   2;0;   20.4;   50;eor                                                                                                                                                         
    13667;  2018091612;   2;0;   23.0;   45;eor                                                                                                                                                         
    13667;  2018091613;   2;0;   24.2;   44;eor                                                                                                                                                         
    13667;  2018091614;   2;0;   23.9;   46;eor                                                                                                                                                         
    13667;  2018091615;   2;0;   24.2;   46;eor                                                                                                                                                         
    13667;  2018091616;   2;0;   24.8;   44;eor                                                                                                                                                         
    13667;  2018091617;   2;0;   24.4;   49;eor                                                                                                                                                         
    13667;  2018091618;   2;0;   22.4;   58;eor                                                                                                                                                         
    13667;  2018091619;   2;0;   20.8;   63;eor                                                                                                                                                         
    13667;  2018091620;   2;0;   20.1;   63;eor                                                                                                                                                         
    13667;  2018091621;   2;0;   18.9;   67;eor                                                                                                                                                         
    13667;  2018091622;   2;0;   18.6;   67;eor                                                                                                                                                         
    13667;  2018091623;   2;0;   17.9;   69;eor                                                                                                                                                         
